smiles,refcode
CN1C=C(N=C1C1OCCO1)N(=O)=O,UXUGAW
CCOC(=O)C=CC(CC(C)C)NC(=O)C=CC(CC(C)C)NC(=O)OC(C)(C)C,UYIHAM
CC1(O)C(CN2CCCC2)C=C(CCc2ccccc2)C1=O,UZEVAX
COC1(C)OC2CC(=O)C(=CC2OC1(C)OC)CO,VADPUN
CC(C)(C)c1ccc(cc1)C1=C2C(=O)NC(=C2C(=O)N1)c1ccccc1,VAGPEZ
Oc1ccc(cc1)C1=NC1c1ccccc1,VAGVEG
O=C1OC(=O)c2ccccc2c2ccccc12,VAHVUX
[N+]C(C(C)C)C(=O)[O-],VALIDL03
CC1CC2C3CC=C4CC(O)CCC4(C)C3CCC2(C)C1C(C)=O,VARWUG01
O=C1NC(=C2C(=O)NC(=C12)c1cccnc1)c1cccnc1,VAZPAO
Oc1ccc([O-])c(C=[N+]c2ccccc2N=Cc2cc(O)ccc2O)c1,VEFTEG
C=NNc1ccc(cc1N(=O)=O)N(=O)=O,VETLIQ
[N+]C(CC(N)=O)C(=O)[O-],VIKKEG
OC12CCOC1CC(=O)C1OC21,VISDIL
O=N(=O)N=C1NN=NN1,VIWRAV
CCOC(N)=NC#N,VODJEE
NNC(=O)NN1N=NN=C1N,VODWER
CC(C)CC1N(CC2CC12O)Cc1ccccc1,VOFSIT
CCC(C)C1N(CC2CC12O)Cc1ccccc1,VOFSOZ
CCOC(=O)C=C(N1C(=O)c2ccccc2C1=O)c1ccccc1,VOHJOS
CCOC(=O)C=C(C)N1C(=O)c2ccccc2C1=O,VOHJUY
COc1ccc(cc1)C=CN(=O)=O,VOPXAZ02
COC1CCCC2C1C(OC(=O)c1ccccc1)C(=C1C3(O)CC4CC5C3CCC(C)N5C214)C(=O)OC,VUGVAV
CC1N(C(=O)c2cccc3ccccc23)C(C)(C)OC1=O,VUMXEH
NN1C=NN=C1N,VUPTAC02
OC1C2CC3C1N(C(=O)C3C2C(O)=O)c1cccc(c1)N(=O)=O,VUSWAI
OCCCCCCCCCCN1C=CN=C1,VUVREK
C1CNC(NC1)(c1ccccc1)c1ccccn1,WACYUW
COc1ccc(cc1)[N+]1=NOC(=C1)[O-],WADNOG
COc1ccc(c(C=O)c1)c1ccc(OC)c(OC)c1OC,WAFXIL
CCOC(=O)C(=O)NC1CCC(CC1)NC(=O)C(=O)OCC,WAVYOI
N#Cc1ccc(C=Cc2ccc(cc2)C#N)cc1,WEFBIT
Cc1ccc(cc1)C(N)=CC=CC=C(N)c1ccc(C)cc1,WELZAO
OCCCCCCCCCCO,WESTIX
Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1,WETFAD01
NC(=[N+])C(=O)[O-],WETGAE
CCN(CC)C(=O)c1cccc(n1)C1=NN(Cc2ccc(CN3C=CC(=N3)c3cccc(n3)C(=O)N(CC)CC)cc2)C=C1,WEZJIV
COc1ccc(cc1)C(C)N1C(CCC1C#C)C#C,WIDSOS
CC1=CC(=O)Oc2cc(N)ccc12,WIKDEZ01
O=C1C2CCCC1CCC2,WIQCUU
CC(=O)C1=C(O)c2ccccc2OC1=O,WOKPER02
CCOC1=NC(=CC2=C(C)C(=C(C)N2)CC)C(=C1C)CC,WOKPES
CC1CC(OC1=O)C1CCC2N1C(=O)CCC12CC(C)C(=O)O1,WONJUF
OC12CCCC(CC(=N1)c1ccccc1)C2,WULTED
C1C2CC3C4CC5C6CC7C8CC9CC7C(C2)(C6C14)C3(C9)C58,WULYEI
Nc1ncnc2N(CC#C)C=Nc12,WUSGOH
C(N1C=CN=C1)c1c2ccccc2c(CN2C=CN=C2)c2ccccc12,WUTGUO
O=C1OCC(CC2CC12N(=O)=O)N1C(=O)c2ccccc2C1=O,WUWHIG
O=N(=O)c1ccc([O-])c(C=[N+]C2CCCCC2)c1,XABCUZ
O=C1C2CCCCC(C2)C(=O)N1c1ccc2OCOc2c1,XACNIA
O=N(=O)c1ccc(cc1)C(=Cc1ccccc1)C#N,XACQEZ
CON1N=NNC1=NN(=O)=O,XAJHEX
COc1ccc2OC3(CCc2c1)CCc1cccc(OC)c1O3,XALYOZ
O1C2C1C1C3C4OC4C2C2OC2C13,XAMZIV
Cc1ccnc(c1)c1cc(ccn1)C(=O)NCCNC(=O)OC(C)(C)C,XAPLOQ
NC(=O)CN=[N+]=[N-],XAVZUP
CN(C)c1cccc2c([N+]=Cc3cc(ccc3[O-])N(=O)=O)ccc(N(C)C)c12,XEBRIG
COC(=O)c1cc(nc(C=Cc2ccc(C)cc2)c1C(=O)OC)N(C)C,XEJBIY
CC(C)=C(OC(=O)c1ccc(cc1)N(=O)=O)C#CC(OC(=O)c1ccc(cc1)N(=O)=O)=C(C)C,XEKMAC
COc1cc(cc(OC)c1OC)C#Cc1c2ccccc2c(C#Cc2cc(OC)c(OC)c(OC)c2)c2ccccc12,XEPYAT
Cc1nncc(n1)c1cnnc(C)n1,XICVOV
CC12CCC3C(CC(=O)C4CC(=O)CC=C3C4)C1CCC2=O,XIGHUR
COc1cc(C=O)cc(O)c1O,XIGWAM
OC1CCC(CC1)(c1ccc(O)cc1)c1ccc(O)cc1,XIJFEB
Cc1cc(C)c(C#N)c(OCCN2C(=O)c3ccccc3C2=O)n1,XIMSUI
O=C(NN(=O)=O)NN(=O)=O,XIXQOL
O=C(Oc1ccccc1C=NN=Cc1ccccc1OC(=O)c1ccccc1)c1ccccc1,XIYYIO
COC1(O)C(OC(C)=O)C(COC21COC(C)(C)O2)OC(C)=O,XOCFEB
COC(=O)C(=Cc1ccc(cc1)N(=O)=O)C(=O)OC,XOCYOE
CC1C(OC(C)=O)C(c2ccccc2)C1(O)c1ccccc1,XOHGAD
COC(=O)C(O)(C1OC(=O)C=C1)c1ccccc1,XOHHEI
COC(=O)C1=Cc2ccc(CCCCN(C(=O)OC(C)(C)C)C(=Cc3ccc(CCCCN1C(=O)OC(C)(C)C)cc3)C(=O)OC)cc2,XONMES
OC1COC(OCCCCCCCCCCCCOC2OCC(O)C=C2)C=C1,XONVAY
CC(C)=NN1N=NN=C1N,XOYWEO
O=N(=O)C=CC1=CC=CO1,XOZBUK
C=CC1=NOC(C1)C1=NOC(=C1)N(=O)=O,XUHREX
COC(=O)c1cc(C)nc2N(C=C(C#N)c12)C(C)(C)C,XUKJIX
C(CN1N=CN=N1)N1N=CN=N1,XUQLUQ
Cc1ccccc1C=NN1C=NN=C1,XURZUF
COC1OCC(O)C(O)C1O,XYLOBM02
C#CCOc1ccc(cc1)C=NN=Cc1ccc(OCC#C)cc1,YAGJEX
COC(=O)Nc1ccccc1NC(=O)OC,YAGLAU
Cc1cc(nc(NCc2ccccc2)n1)c1ccccc1,YAGPON
CCCCNc1nc(cc(n1)c1ccccc1)c1ccccc1,YAGSUW
COc1ccc(C)c2C(=O)c3ccccc3C(=O)c12,YAGWEK
CCN1C(=Nc2ccccc12)C=CC1=Nc2ccccc2N1CC,YASRIU01
OC1N2C=CN=C2C(O)N2C=CN=C12,YASSAN
COc1ccc(CNC(=O)C(=O)C2=CNc3ccccc23)cc1,YEFXUD
COC(=O)C(C1CCCC(=O)C1)C(=O)OC,YEGVUC
CCOC(=O)c1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=O)Nc2ccc(cc2)C(=O)OCC)cc1,YETRIZ
CCOC(=O)c1ccc(NC(=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCC)cc1,YETROF
OCC1OC(O)C(O)CC1O,YIGGIF
O=C1C(Oc2ccccc12)c1ccccc1,YIHFOL
CC(O)C(O)=O,YILLAG
CCCCC12OC(=O)CC31C(N(C)c1ccccc31)C(=C2)C,YINKOW
c1ccc(cc1)C1=Nc2ccc(cc2N=C1c1ccccc1)c1ccc2N=C(c3ccccc3)C(=Nc2c1)c1ccccc1,YIRMAO
COc1ccc(cc1)C(=Cc1cc(OC)c(cc1OC)C=C(C#N)c1ccc(OC)cc1)C#N,YIVQEA
CCCNc1ccc(cc1N(=O)=O)C(=O)OCC,YODFUT
Oc1ccc(c2C(=O)C=CC(=O)c12)N(=O)=O,YODKAE
CC(C)=NN1N=NN=C1N=[N+]=[N-],YOHHIN
CC1C2OCC(N2C1=O)c1ccccc1,YOMKER01
CC(=O)OC(COC(=O)c1ccccc1)C1OC(=O)C=CC1OC(C)=O,YONWII
c1cnc2nc(cnc2c1)c1cnc2cccnc2n1,YOPSIG
CN(C)c1ccc(c(c1)C(=O)N(C)C)N(=O)=O,YOTSUW
CCOC(=O)C1=C(C(C#N)C(N)=O)c2ccccc2N(CC)C1=O,YOWHAU
COC(=O)C1=COC=CN1C(=O)OC(C)(C)C,YOXBAP
CC(C)C12CCC(C)(O1)C1CCC(C)(O)C31OC23,YUGGIR
CN1C(=O)N(C)c2nc3cccc(C)c3nc2C1=O,YUKPUQ
O=C1NC(=NO1)C1=NOC(=O)N1,YUMPIG
CC1(C)OCC(O1)C1CC(=C)CCC21CCCCN=CC1(CCCCN=C2)CCC(=C)CC1C1COC(C)(C)O1,YUPZAL
CN(C)c1ccc(cc1)C=NC1=C(C)C(=NO1)C,YUPZUF
CCOC(=O)C(C)=C(CC(O)c1ccc(cc1)C#N)c1ccccc1,YURRIN
CC1=C(C=C(C#N)C(=O)N1)c1ccncc1C,ZILFUV
Cc1cc(C=O)c(O)c(c1)C(C)(C)C,ZOJRAR01
OCC1OC(CC1O)N1C=NC2=C1C(=O)NC=N2,ZOZXOB
COc1ccc(cc1)C1C(C(C1C(O)=O)c1ccc(OC)cc1)C(O)=O,ZZZDWY01
