CC(=O)NCCNC(=O)C	ABAWEG01
C1CC2OC1C1C2C2OC1C=C2	MAYXIT
Cc1ccc(cc1)C(C(C(=O)c1ccc(cc1)C)Br)Br	MECHAL
Oc1ccc2c(c1c1c(O)ccc3c1c(F)c(F)c(c3F)F)c(F)c(c(c2F)F)F	MECXUN
NC(=O)c1cc[n+](cc1)[O-]	MEGDAE
[O-][n+]1cccc(c1)C(=O)N	MEGDEI
OC(=O)C#Cc1c(Cl)cccc1Cl	MEKLAQ
OC(=O)C#Cc1ccccc1I.OC(=O)C#Cc1ccccc1I	MEKMAR
COc1ccccc1C#CC(=O)O	MEKMIZ
CNC=C(C(=O)C)C(=O)C	MEMXEI
COC(=O)c1ccc(cc1)NC1CCCOC2C1CCO2	MERHAS
OCCCC1Nc2ccc(cc2C2C1CCO2)C(=O)OC	MERHEW
O=N(=O)c1cc(F)c(c(c1)F)O.O=N(=O)c1cc(F)c(c(c1)F)O	MESCAP
Fc1ccc(c(c1)C(=O)O)N	MEWROX
Clc1ccc(cc1)c1ccccc1O.Clc1ccc(cc1)c1ccccc1O.Clc1ccc(cc1)c1ccccc1O.Clc1ccc(cc1)c1ccccc1O	MEZNIO
Fc1c(F)c(F)c(c(c1F)C1=C(C(=C(C1)c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)F.Fc1c(F)c(F)c(c(c1F)C1=C(C(=C(C1)c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)F	MICRIZ
COC(=O)C(=CN)C#N	MIGWUV
Cc1cc(C)cc(c1)c1c2c(c3ccc(cc3)C(F)(F)F)c3ccccc3c(c2c(c2c1cccc2)c1cc(C)cc(c1)C)c1ccc(cc1)C(F)(F)F	MIVDOM
FC(c1ccc(cc1)c1c2ccccc2c(c2c1c(c1ccccc1)c1c(c2c2ccccc2)cccc1)c1ccc(cc1)C(F)(F)F)(F)F	MIVDUS
c1ccc2c(c1)nc1c(n2)c2ccccc2c2c1cccc2	MIVRUE
O=C(Cc1c[nH]c2c1cccc2)NN=C(c1cc(C)ccc1O)C	MIXXIB
Nc1cccc(c1)N(=O)=O	MNIANL02
COC(=O)c1nn(c(c1C(=O)OC)c1ccccc1)c1ccccc1	MOCCOX
O=C1C(=C2Nc3c(C2=O)ccc(c3)C(F)(F)F)Nc2c1ccc(c2)C(F)(F)F	MOGRUX
Fc1ccc(cc1)c1cc(n(n1)c1ccccc1)c1ccc(cc1)F	MOJBEU
COC(=O)c1ccc(cc1)Cn1cc(c2c1cccc2)C=C1NC(=O)NC1=O	MOKNEG
c1ccc(cc1)C(c1ccccc1)(c1ccccc1)C#Cc1ccc(cc1)C#CC(c1ccccc1)(c1ccccc1)c1ccccc1	MOLKON
CC1C=CCC2(C1C(=O)c1ccccc1C2=O)C	MORZUP
CC1=CC(=O)C2(C(C1=O)C1C=CC2C1)C	MOSBAY
Cc1ccc(cc1)C1=NCCN1	MOSJOU
COc1ccc(cc1)C1OC(C(O1)(C#N)C#N)c1cc(OC)c(c(c1)OC)OC	MOVHEL
CC1(C)C2COC(O2)(c2c1cccc2)c1ccccc1	MOVJUD
O=C1OC2C3C1C(=C)C3C(C2)(C)O	MOVNAN
O=C1C=CCCC2(C(CC1)O2)C	MOVREV
CC(=O)OC1C(OC(=O)C)C(=O)N(C1=O)c1cccc(c1)C	MOZLOD
Cc1ccc2c(n1)nc(cc2)C	MOZZOR
NC(=O)c1cc(C)c2c(n1)cccc2	MQUCXA11
O=N(=O)C(=Cc1ccco1)C	MUBLUR
COc1cc(cc(c1O)N(=O)=O)C(=O)C	MUCDOE
Cc1c(N)c(C)c(c(c1C)N)C	MUDYIU
OC1CCC(=[N+](C1)[O-])N	MUDZER
OCc1cc(C)cc(c1O)CO	MUGNAD
COc1cc(CO)c(c(c1)CO)O	MUGNEH
CC1C=CC(ON1C(=O)OC(C)(C)C)COC(=O)c1ccc(cc1)N(=O)=O	MUJCEA
CCCN1C(CC)OC2C3(C1=O)CCC(C3(C)C)C2	MUJGEE
OCC1C(COC1c1ccc(c(c1)OC)O)Cc1ccc(c(c1)OC)O	MUKBOK
CNC(=O)C1CCC2C(N1O)CCCC2	MULMUC
Ic1sc2c(c1)nc(nc2Cl)c1ccccc1	MULZOJ
CCOC(=O)N1C(c2ccccc2)C(c2ccccc2)C(=O)c2c1cccc2	MUMVOG
Nc1ccc2c(c1I)scn2	MUTLET
Nc1ccc2c(c1Br)scn2	MUTLOD
OCC1OC(CC1O)c1ccccc1O	MUYDAL
OCC1OC(CC1O)c1ccccc1	MUYDEP
OCC1(O)OCC(OC1)(O)CO	NADQAL
OCC(=O)CO	NADQOZ
Fc1c(F)c2ncccc2c(c1C(F)(F)F)N	NAJWUS
O=C1CC(C)C2(CC3C1COC(C3CC2)(C)C)C	NALNAQ
OC1OC(C2C1Oc1n2cc(c(=O)n1)C)COCc1ccccc1	NANRIE
O=C1CCCC(CC1)OC(C(c1ccccc1)O)c1ccccc1	NAWVOX
Fc1c(c2cc(nc(c2)c2ccccn2)c2ccccn2)c(F)c(c(c1F)F)F	NAZYOE
O=N(=O)c1ccccc1C(=O)O	NBZOAO04
OC(=O)C=C(C(=O)O)C	NEDNOZ01
O=S1(=O)Oc2ccccc2C(C1)c1ccccc1.O=S1(=O)Oc2ccccc2C(C1)c1ccccc1	NEDQAQ
COc1cc(C=NCCN=Cc2ccc(c(c2)OC)OC)ccc1OC	NEFNUI01
C1C2CC3CC1CC(C2)(C3)C#Cc1c2ccccc2c(c2c1cccc2)C#CC12CC3CC(C2)CC(C1)C3	NEKFAL
O=C1CC(C)(C)CC2=C1Cc1c(O2)c(C)c2c(c1C)OC1N2CCC1	NEPVAG
O=NN1CC(CC1C(=O)O)O	NERNII
C=CCN1C(=O)c2c(C1=O)cccc2	NERSOT
CCc1c(CC)c[nH]c1C(=O)C(=O)O	NESTIP
COC(=O)CC(C1(C)CCc2c(C1=O)ccc1c2cccc1)C	NEYQOY
C1C=CC2(C1)CC2	NICRIA
O=C(c1cccc(c1)N(=O)=O)C=Cc1ccc(cc1)N(C)C	NIFDOW
FC(c1cccc(c1)c1cnc2c(c1)cccc2)(F)F	NIJMUQ
Fc1nc(F)c2c(c1F)c(N)nc(n2)c1ccccc1	NIJNOK
Brc1ccc(cc1)C1=C(c2ccccc2)C(=O)C(=C1c1ccc(cc1)Br)c1ccccc1	NIKSUW
Fc1ccc(cc1)c1cc(O)c(c(c1)c1ccc(cc1)F)C(=O)O.Fc1ccc(cc1)c1cc(O)c(c(c1)c1ccc(cc1)F)C(=O)O.Fc1ccc(cc1)c1cc(O)c(c(c1)c1ccc(cc1)F)C(=O)O.Fc1ccc(cc1)c1cc(O)c(c(c1)c1ccc(cc1)F)C(=O)O	NILLAX
Oc1c(CN2CCN(CC2)Cc2cc(cc(c2O)C(C)(C)C)C(C)(C)C)cc(cc1C(C)(C)C)C(C)(C)C	NIRNOS
Cc1cc2nc(c3ccccc3)c(nc2cc1C)n1ccc2c1cccc2Br.Cc1cc2nc(c3ccccc3)c(nc2cc1C)n1ccc2c1cccc2Br	NISSUF
CN1C(=O)C2C(C1=O)CC1C3=CCCC1C(=O)C=CCC23	NIVLAG
NC(=O)c1cccc(c1)Cn1cccn1	NIWWIA
Cc1nn(c(c1)C)Cc1cccc(c1)C(=O)N	NIWWOG
NC(=C(N(=O)=O)C(=O)N)O	NMALAM01
Cc1ccc(cc1)N=Cc1ccc(cc1)N(=O)=O	NMBYAN01
ON1C(CCC2C1CCCC2)C=Nc1c(cccc1C(C)C)C(C)C	NOHROS01
CC(=O)Nc1cccc(c1)C	NOJJIG
CCOC(=O)C1(C#N)Cc2c(=O)oc3c(c2N2C1CCCC2)cccc3	NOKHEB
Fc1c2C#Cc3c(C#Cc4c(C#Cc2c(c(c1F)F)F)c(F)c(c(c4F)F)F)c(F)c(c(c3F)F)F	NOLSUD
CCOC(=O)C1(C)C(=CC(C1(C)O)Cc1ccccc1)C	NONBUO
O=C1C=CC(O)C(C)OC(=O)C=CC(C(OC(=O)CC(O1)C)C)O	NOQTES01
N#Cc1ccc(cc1)C=NCCN=Cc1ccc(cc1)C#N	NOQYEY
CCOc1cccc(c1O)C=NCCCCN=Cc1cccc(c1O)OCC	NORCON
COc1ccc(cc1)C1=NCCN1	NORHEI
OCCO	NOZKES02
O=N(=O)c1c2ccccc2cc2c1cccc2	NTRANT01
COC(=O)C(OC1C(O)C2COC(C1NC(=O)C)O2)C	NUCJUR
O=C1c2ccc(cc2C(=O)c2c1cc(cc2)c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F	NUDWUF
O=C1c2ccc(cc2C(=O)c2c1cc(cc2)c1cnc(s1)c1ccc(cc1)C(F)(F)F)c1cnc(s1)c1ccc(cc1)C(F)(F)F.O=C1c2ccc(cc2C(=O)c2c1cc(cc2)c1cnc(s1)c1ccc(cc1)C(F)(F)F)c1cnc(s1)c1ccc(cc1)C(F)(F)F	NUDXEQ
Fc1c(C#Cc2ccnc(c2)c2nccc(c2)C#Cc2c(F)c(F)c(c(c2F)F)F)c(F)c(c(c1F)F)F	NUGPIP
O=C1N(CCc2ccccn2)C(=O)c2c1cccc2	NUNBUU
NNC(=O)C(=O)NO	NUPTIC
O=C1CC2CCCC(O1)C2	NUQPIZ
O=N(=O)c1cc(Br)c(c(c1)Br)N	NUTNEV
NNC(=O)c1ccc(cc1)N	NUVXIM01
n1nnn(c1)Cc1ccc(cc1)c1ccc(cc1)Cn1cnnn1	OBAREQ
C#CN(c1ccccc1)c1ccc(cc1)N(c1ccccc1)C#C	OBUBUK
C1CC2CC1C1=C2c2ccccc2C2=C(c3c1cccc3)C1CCC2C1	OBUKAZ
C(COc1cc(nc(c1)c1ccccn1)c1ccccn1)CCOc1cc(nc(c1)c1ccccn1)c1ccccn1	OCEJIR
O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O	OCHTET13
C1C2C1(C#N)C(=O)OC2	OCIQOH
CCCCCCCC	OCTANE01
c1ccc(cc1)c1ncc(o1)C=Cc1cnc(o1)c1ccccc1	OCURUB
O=C1C(=c2c(=C1c1ccccc1)c1ccccc1c1c2cccc1)c1ccccc1	ODEJOX
CNC(=O)C(N(C(=O)C)C)C	ODETOH
CCOC(=O)C(=O)OCC	ODEVUQ
CC(OC(=O)C(=O)OC(C)C)C	ODEXEC01
CCCCOC(=O)C(=O)OCCCC	ODEXOM01
CCOC(=O)C(=O)OC	ODEZEE01
Cc1ccc(cc1)NC(=O)N(c1ccc(cc1)C)C(=O)C	OFELIV
Clc1nc(C)c2c(c1)c1ccccc1nc2Cl.Clc1nc(C)c2c(c1)c1ccccc1nc2Cl	OGAXAW
C1CN=C(N1)c1ccc(cc1)C1=NCCN1	OGEQIB
OCC1(O)OCC(C(C1O)O)O	OGETAW
COC1OCC(C(C1O)O)O	OGETEA
O=CCC1(C)C(C)CCC2(C1CCC=C2C)C	OHIPUR
O=c1c2ccc3c4c2c(c2n1c1ccccc1n2)ccc4c(=O)n1c3nc2c1cccc2	OHIXUY
N#CC1C2C(=O)C(C)C3OC(C2CC1(C)C)(C)CC3	OHOWOX
O=N(=O)c1ccc2c(c1)OC13C(N2)(CCCC1)Oc1c(N3)ccc(c1)N(=O)=O	OHUJOQ
c1ccc(cc1)C1=C2C3CCC(C2=C2C1C1CCC2CC1)CC3	OHUYIZ
c1ccc(cc1)OC(=C(Oc1ccccc1)Oc1ccccc1)Oc1ccccc1	OJEJAP
O=C(c1ccccc1)OCCC=CCCOC(=O)c1ccccc1	OJEPUO
c1ccc2c(c3ccc4c5c(Cc4c3C2)cccc5)c1	OJICOA
N#CC1CCCC2(C1C(=O)CC2)C=C	OKADIO
Brc1cc2cc3cc4cc5ccccc5cc4cc3cc2cc1Br	OKANOE
O=C(OC(C)(C)C)NC1C(CN(C1=O)C)C(O)C	OKEDOY
ON=Cc1ccc(c(c1C)C)OC	OKUHAD
O=C1CCCn2nnc(c2)COC(C(N1C)C)c1ccccc1	OLATUR01
O=C1c2cccc(c2)Cn2nnc(COC(C(N1C)C)c1ccccc1)c2	OLAVAZ
O=C1CCc2c(C31CC3c1ccc3c(c1)cccc3)cccc2	OLAVUS
O=N(=O)c1cc(ccc1NN=C1C2C=CC(C2)C2C1CCC2)N(=O)=O	OLAWAZ
Cc1cc(C)c2c(c1)c1cc(C)c3c(c1o2)c1cc(C)cc(c1o3)C	OLOXUJ
Cc1ccc2c(c1)c1CCC(=Cc3ccco3)C(=O)c1[nH]2	OMABAG
COC(=O)C(=C)C1COC(OO1)c1ccc(cc1)C#N	OMEHIY
COC(=O)C(=C)C1COC2(OO1)CCOCC2	OMEHUK
O=N(=O)c1conc1c1ccccc1	OMEJOG
O=CC12C(CCCC1=O)CC=C1C2CCC2(C1(C)C)OCCO2	OMEQON
C1CCC(=CC1)C1(C#Cc2ccccc2)C2C1CC=C2	ONEMOK
CN(C(=NN=C(N(C)C)N(C)C)N(C)C)C	ONUMAM
CN1CCN(C1=NN=C1N(C)CCN1C)C	ONUMEQ
O=C1CCC21C=CC1OC2OC1	OPIKUU
COc1c(N(=O)=O)c(O)c(c(c1N(=O)=O)O)N(=O)=O	ORAVUZ
O=C1CCC(=O)N1Cc1cc(=O)oc2c1ccc(c2C)C	OSAZUE
Fc1ccc(c(c1)Cl)C(=O)O	OVISOC
CCOC(=O)C(=Cc1ccccc1)n1cnc2c1c(=O)n(C)c(=O)n2C	OWAHAW
CCOC(=O)c1ccc(cc1)N=Nc1ccc(c(c1)C=Nc1ccccc1)O	OWOCUZ
FC(c1ccccc1c1nc2ccc3c4c2c(n1)ccc4c1c2c3ccc3c2c(cc1)nc(n3)c1ccccc1C(F)(F)F)(F)F.FC(c1ccccc1c1nc2ccc3c4c2c(n1)ccc4c1c2c3ccc3c2c(cc1)nc(n3)c1ccccc1C(F)(F)F)(F)F	OXEMEK
Fc1c(c2nc3ccc4c5c3c(n2)ccc5c2c3c4ccc4c3c(cc2)nc(n4)c2c(F)c(F)c(c(c2F)F)F)c(F)c(c(c1F)F)F	OXEMOU
CCOC(=O)C1CN(C(=O)C1O)Cc1ccccc1	OXESEQ
C=CCC1CN(C(C1(C)O)(C(=O)OC)C(=O)OC)C=O	OXODIP
O=c1oc(Cc2ccccc2)cc(c1)c1ccc2c(c1)cccc2	OYACIB
c1ccc(cc1)C=CC1CC1(c1ccccc1)c1ccccc1	OYEHAC
CC(Cn1c(nc2c1cnc1c2cccc1)c1ccccc1)(O)C	OYEXIA
OC(=O)C1C=CC(C=C1C)C(c1ccccc1)(c1ccccc1)O	OZEBEB
COc1cc2CCc3cc(CCc(c1)c2)cc(c3)OC	OZEZUP
OC(c1ccccc1c1ccccc1C(c1ccccc1)O)c1ccccc1	OZIVOJ
CC12CCC(c3c1cc1Oc4nc5ccccc5nc4Oc1c3)(c1c2cc2Oc3nc4ccccc4nc3Oc2c1)C	PAJSEZ
OC(=O)c1c2ccccc2c(c2c1cccc2)Cl.OC(=O)c1c2ccccc2c(c2c1cccc2)Cl	PAMCEN
Brc1ccc(s1)c1nc2cc(Cl)c(cc2nc1c1ccc(s1)Br)Cl	PAMZUZ
Fc1ccc(cc1)c1cnc2c(n1)cccc2	PAWKUV
CC(C1NC(=O)N(C1=O)CC1CCCCC1)C	PAXTOY
Clc1c(O)c(Cl)c(c(c1Cl)Cl)Cl	PCPHOL01
OC(=O)C(=Cc1ccc(cc1)N(=O)=O)O	PENPUU
OC(=Cc1ccc(cc1)C)C(=O)O	PENQAB
COc1ccc(cc1)C=C(C(=O)O)O	PENQEF
CCCCC	PENTAN01
COC(=O)C(N1C(=O)C(C1c1ccccc1)N)c1ccccc1	PENXEL
FC(c1cc2c3c4c1c(cc(c4ccc3c(cc2C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)(F)F	PEQVIS
FC(c1cc(c2c3c1c1cc(cc4c1c(c3cc(c2)C(F)(F)F)c(cc4C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)(F)F	PEQVUE
FC(c1c2cc(cc(c2cc2c1cc(cc2C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)(F)F.FC(c1c2cc(cc(c2cc2c1cc(cc2C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)(F)F	PEQWIT
O=N(=O)OCC(CON(=O)=O)(CON(=O)=O)CON(=O)=O	PERYTN12
OCC(CO)(CO)CO	PERYTO12
O=C1NC(C(N1)c1ccccc1)c1ccccc1	PESGIE
CC1N=C(OC1c1ccccc1)N	PEVHEE
CC1(C)COC(=N1)C1(CCCc2c1cccc2)c1ccccc1	PEXKOT
Clc1c(n2cccc2)c(Cl)c(c(c1n1cccc1)Cl)n1cccc1.Clc1c(n2cccc2)c(Cl)c(c(c1n1cccc1)Cl)n1cccc1	PEYFEF
COC(=O)OC1C2CC3(C1C3C=C2c1ccccc1)c1ccccc1	PEZVIA
O=C1N(c2ccccc2)C(=O)N1c1ccccc1	PHCYND03
c1ccc2c(c1)nc1c(n2)cccc1	PHENAZ01
OC(=O)c1ccccc1C(=O)O	PHTHAC04
OC1C=CC(C1)n1cnc2c1nc(N)nc2NC1CC1	PIDBUA
OC(=O)CC1CCC2C(C1)CCC(=O)C2	PIDGIT
CC(=O)CCC1=C2NC(=O)CCC2CCC1	PILHAU
OC(=O)c1ccc[nH]c1=O	PIMBAP04
OC(=O)CCCCCC(=O)O	PIMELA07
O=N(=O)OC1COC2C1OCC2O	PIMKOO
Brc1cc2nc3c(nc2cc1Br)c1ccccc1c1c3cccc1	PIMRIO
O=C1c2cccnc2c2c1cccn2	PINNOP02
NC(=O)c1ccncc1.Fc1cc(F)c(c(c1)F)C(=O)O	PIRNOV
O=c1oc(c2ccccc2)c(c2c1cccc2)Cl	PITBIF
O=C(c1ccc(cc1)C(=O)Nc1cccnc1)Nc1cccnc1	PITFOO01
OC(C(=O)O)Cc1ccccc1	PLACTA01
O=Cc1ccc(c(c1)F)Cl	PODJUP
OCC(C1CN(C(=O)C1)C(c1ccccc1)C)O	POFQEH
N#Cc1ccc(cc1)C=NCCCCN=Cc1ccc(cc1)C#N	POFRAE
N#Cc1ccc(cc1)C=NCCCCN=Cc1ccc(cc1)C#N	POFRAE01
OC(=O)c1c(=O)[nH]c2c(c1C)cccc2	PONNAI
Oc1n[nH]c2c1c(=O)n(c1c2cccc1)C	PONNIQ
COc1ccccc1C=NNc1ccc(cc1N(=O)=O)N(=O)=O	PONTIW
COc1c(OC)c(OC)cc2c1c1ccc3c(c1COC2)COC3	POPYID
Brc1ccccc1c1ccc(cc1)c1ccccc1Br	PORRAQ
CC(N(Cc1ccccc1)Cc1ccccc1)CC#N	PORVEY
COC(=O)C1(CC2=C(C1)Cc1c(C=C(C2)C)oc2c1cccc2)C(=O)OC	POTPIY
O=C(c1ccco1)Nc1ccccc1c1ccccc1NC(=O)c1ccco1	POWLAP
CC1(C)COC2(OC1)CCC1(CC2)OCC(CO1)(C)C	POWLIX
Cc1cc2oc3ccccc3c(=O)c2c(c1)c1ccccc1	POZHAO
Oc1ccc2c(c1)sc(n2)C1=NC(=O)C(S1)(C)C	POZLUM
OC(=O)c1ccc(cc1)C	PTOLIC01
COCOc1ccccc1C(=Cc1ccccc1)C(=O)O	PUBLOO
OCC1OC(C(C1OC=CC#N)O)n1ccc(nc1=O)N	PUCPAF
Clc1ccc2c(c1)c(c1ccccc1)c(c(n2)C)C1=NN(C(C1)c1cccs1)c1ccccc1	PUGKIM
CCOC(=O)C1=NOC2(C1)N(Cc1ccccc1)C(=O)C(C2=O)(C)C	PUGZOH
CC1=CC(=Nn2c(N1)nnn2)C	PUHHOQ
O=CNn1nnnc1N	PUHJIM
O=C(C1CC(C1)(C)c1c(C)cc(cc1C)C)COc1ccccc1	PUJCUT
COc1ccc(cc1)C1C(=C(C)NC(=C1C(=O)OC)C)C(=O)OC	PUJPUG
OC(=O)c1cc2ccccc2nc1Cl	PUKJUB
c1ccc2c(c1)Oc1c(C2)n2c(n1)c1ccccc1cc2	PUKMIS
OC(C1=CC(C)(O)C=C(C1=O)C(c1ccc(cc1)C#N)O)c1ccc(cc1)C#N	PUKZAX
OC(C1=CC(C)(O)C=CC1=O)c1ccc(cc1)N(=O)=O	PUKZIF
OC(=O)C1C(c2ccncc2)C(C1c1ccncc1)C(=O)O	PULCAB
OC(=O)c1ccc(c(c1)N(=O)=O)N	PUQFUD
COc1cc(ccc1N)C(=[O])O.OC(=O)c1ccc(c(c1)N(=O)=O)O	PUQGAK
O=C1OC(C(N1C12CC2CCC1=O)c1ccccc1)c1ccccc1	PUTKAR
FC(c1ccc(cc1)c1ccc(s1)c1ccc(cc1)c1ccc(s1)c1ccc(cc1)C(F)(F)F)(F)F	PUVMAV01
Cc1c(Br)c(C)c(c(c1Br)C)Br	PUZHIB01
Fc1cc(F)cc(c1)F	PVVAWA01
ON=Cc1ccncc1	PYRCOX01
c1cc2ccc3c4c2c(c1)ccc4ccc3	PYRENE07
OC1C(=O)OC(=O)C1OC(=O)c1ccccc1	QACXUP
CC1CCc2ccc(c3c(CC(=O)O1)cc(O)cc3O)o2	QAGKOZ
COc1ccccc1C1C2=C(CCCC2=O)OC2(C1C(=O)CCC2)O	QAJNUM
Clc1ccc(c(c1)N)C(=O)O	QAJPAU
c1ccc(nc1)n1cnnn1	QALQEA01
O=C1OCC2=CC3C4C(C2=C1)(C)C(O)CCC4(C)C(=O)O3	QALRAY
C=CC1(C)OC2COC(=O)OC2(CCC1O)C	QALTED
CC(=O)N1CCOCCOCCOCCN(CCOCCOCCOCC1)C(=O)C	QAMNIB
[O-]C(=O)C1CCC[NH2+]1	QANRUT01
CC1CCC2N1C(=O)C(=Cc1c2cccc1)c1ccccc1	QAQXAI
CC(C(=Cc1ccccc1)C(=O)O)C	QASTAG
Brc1cc(cc(c1O)Br)c1cc(Br)c(c(c1)Br)O	QATKOM
OC(=O)COc1ccc(cc1C)C	QAYCOJ
N#Cc1cc(Br)ccc1O.N#Cc1cc(Br)ccc1O	QECJOZ
Fc1ccc(cc1)c1nc2c(n1c1ccccc1)cccc2	QECZEF
CC#CN1c2ccccc2Sc2c1cccc2	QEDPEW
CCc1ccc(c(c1)N)O	QEPFUN
Nc1cc2ccccc2cc1O	QEPGAU
Clc1ccc(cc1)c1nc2c([nH]1)cccc2	QERTIR01
COc1cc2C(=O)N(C(=O)c2cc1OC)C	QERVUF
O=Cc1c(Cl)cccc1Cl	QEWXIA
COc1ccc(c(c1)N(=O)=O)N	QEXNIR
Clc1cc2oc3c(c2c2c1cccc2)c1c(o3)ccc2c1cccc2	QEZRES
CC(C1N(CC2=C(C(=O)OC12)c1ccccc1)C(=O)OC(C)(C)C)C	QEZYOK
FC(c1ccc(cc1)c1ccc(s1)c1ncc(nc1)c1ccc(s1)c1ccc(cc1)C(F)(F)F)(F)F.FC(c1ccc(cc1)c1ccc(s1)c1ncc(nc1)c1ccc(s1)c1ccc(cc1)C(F)(F)F)(F)F	QIBHAL
COC1OC(C(C1O)O)CO	QIBTIE
COC1OC(C(C1O)O)CO	QIBTIE01
O=N(=O)N1CCc2c1cccc2	QIJDAO01
Fc1c(c2ccc(cc2)c2cc(nc(c2)c2ccncc2)c2ccncc2)c(F)c(c(c1F)F)F	QIJHAU
Clc1ccc(cc1)c1cn2c(n1)scc2C	QILHEA
Brc1c(c2ccccc2)c(c2ccccc2)c(c(c1c1ccccc1)c1ccccc1)c1ccccc1.Brc1c(c2ccccc2)c(c2ccccc2)c(c(c1c1ccccc1)c1ccccc1)c1ccccc1	QIQXUL
Clc1ccc(cc1)C#CC(c1c[nH]c2c1cccc2)c1cccc2c1cccc2	QITGUW
O=C=NC1C(Br)Cc2c1cccc2	QIWHAG
C=CC(=O)ON=C(c1ccccn1)C	QIXQOE
[N-]=[N+]=Nc1cc2Oc3ccccc3NC(=O)c2c(c1)N(=O)=O	QOFGIC
CC1=CNC2=C(C1c1ccccc1)C(=O)c1c(C2=O)cccc1	QOHRIP
c1ccc(cc1)Oc1cnccn1	QOLNUB
Clc1ccc2c(c1)[nH]c(=O)cn2	QOPJUC
O=C1c2ccccc2C(=O)NC2C31CC1CC(C3)CC2C1	QOPTUL
N#CC12CCCCC32OC3C(=O)CC1(C)C	QOPWUO
O=N(=O)C(N(=O)=O)(N(=O)=O)CNn1nnnc1N	QORROF
[N-]=[N+]=Nc1nnnn1N=C1CCC(=Nn2nnnc2N=[N+]=[N-])CC1	QOXPAV
Cc1cnc2n(c1=O)CCO2	QOXVII
O=C1Cc2cccc(c2)CC(=O)Cc2cc(C1)ccc2	QOYSAY
c1cc2CCc3cccc(CC4(Cc(c1)c2)SCCS4)n3	QOYSUS
C1CC2CC1CC2	QQQAPG02
CCCCCCCCC	QQQFAY01
OC(=O)c1c2ccccc2cc2c1cccc2	QQQFDJ03
OC(=O)c1c2ccccc2cc2c1cccc2	QQQFDJ04
Brc1c2ccccc2cc2c1cccc2	QQQFDS02
O=C1C=C(OCc2ccccc2)C2C(O1)(C)C1C2C(=O)NC1=O	QUBQUZ
CNC(=O)c1ccc2c(n1)cccc2	QUCXMA11
O=C1CC2C3C1CC3COCO2	QUDREN
CC(=O)c1cccc(c1)C(=O)O	QUYREI
CCCCn1c2ccccc2c2c1c1ccc(cc1cc2)OC	QUYXAK
OOCCCCc1nc2ccc(cc2c2c1CCC2)OCC	QUZCIY
CCCCCCCCCC(=O)NCCN(O)(C)C	QUZQUY
[O-]C(=O)C(CC[NH3+])O	RABTUL
CC1(CCC(=CO1)C)C(=O)O	RAGMUJ
CCCCN1C(=O)NC2(C1=O)CC1(C2)ON=C(C1)C(=O)c1ccccc1	RAHJAL
O=Cc1cc(Cl)ccc1O	RAJGOA01
Nc1ccccc1I	RALTOO
O=N(=O)N=c1ccccn1C	RANWUY
Clc1ccc(c(c1)N)N(=O)=O	RAPKUP
ClC1=CC2(C(=Nc3c(N2c2c(C)cc(cc2C)Cl)cccc3)C(=C1)C)C	RARPIL
O=N(=O)c1cc(N)c(c(c1)N(=O)=O)Cl	RATHAW
OC(c1cnnn1Cc1ccccc1)(c1ccccc1)c1ccccc1	RAWXAP
c1ccc2c(c1)c1=Nc3ccc(cc3)Cc3ccc(cc3)N=c3c4c(c(=Nc5ccc(Cc6ccc(N=c2c2c1cccc2)cc6)cc5)c1c3cccc1)cccc4	RAYKAE
CCOC(=O)c1nccn1C	REHCOX
OCC(C1OC(=O)C(C1)O)O	REHNEY
C1CN2C(=NCC2)N1	REJVAE01
Brc1cncc(c1c1c(cncc1c1ccccc1)c1ccccc1)Br	REMBOC
Brc1cncc(c1c1c(Br)cncc1c1ccccc1)c1ccccc1	REMCAP
Brc1c(Br)[se]c(c1Br)C#Cc1ccccc1	REPTUD
OC1CC2N(C1)C(=O)C(NC2=O)C	REQHUQ
COc1ccc(cc1)CCc1ccc(cc1)OC	RERWOA
Nc1ccc2c(c1)[nH]c(=O)o2	RESKIK
Oc1cccc(c1)O	RESORA09
[N-]=[N+]=Nc1nc(N=[N+]=[N-])c(c(n1)N=[N+]=[N-])C	RETMEJ
C#CC1CC(C1(C)C)C(=O)C	REZBUU
O=C1CC(C)C(C(C1)C)C(=O)O	REZRUK
COc1ccc(cc1Cl)Br	RIBYOR
O=C(C1OC21C(=O)Nc1c2cccc1)c1ccccc1	RICYEI
O=C1N(c2ccccc2)C(=O)c2c1c(F)c(c(c2F)F)F	RIGVEJ01
OC(=O)Cc1ccc(cc1)CC(=O)O	RIGXOV
O=C1C=CC2C1OC(O2)(C)C	RIQMIO
N#CCCN(CCC#N)CCCCN(CCC#N)CCC#N	RISFAB
